ep,year,unit,channel,target,n_cells,cost,budget_before,released,spent,stopped
0,0,272,2,3,9,720.0,900.0,0.0,880.0,1
0,0,313,2,3,2,160.0,900.0,0.0,880.0,1
0,1,288,2,3,9,810.0,920.0,0.0,900.0,1
0,1,293,2,3,1,90.0,920.0,0.0,900.0,1
0,2,255,2,3,10,900.0,920.0,0.0,900.0,1
0,3,311,2,3,10,900.0,920.0,0.0,900.0,1
0,4,282,2,3,10,800.0,920.0,0.0,890.0,1
0,4,224,2,3,1,90.0,920.0,0.0,890.0,1
0,5,283,2,3,11,900.0,930.0,0.0,900.0,1
0,6,281,2,3,9,720.0,930.0,0.0,880.0,1
0,6,291,2,3,2,160.0,930.0,0.0,880.0,1
0,7,221,2,3,10,820.0,950.0,0.0,910.0,1
0,7,290,2,3,1,90.0,950.0,0.0,910.0,1
0,8,332,2,3,10,900.0,940.0,0.0,900.0,1
0,9,236,2,3,11,920.0,940.0,0.0,920.0,1
0,10,284,2,3,9,720.0,920.0,0.0,900.0,1
0,10,289,2,3,2,180.0,920.0,0.0,900.0,1
0,11,239,2,3,10,890.0,920.0,0.0,890.0,1
0,12,274,2,3,9,730.0,930.0,0.0,730.0,1
0,13,317,2,3,12,960.0,1100.0,0.0,960.0,1
0,14,279,2,3,12,960.0,1040.0,0.0,960.0,1
1,0,272,2,3,9,720.0,900.0,0.0,880.0,1
1,0,313,2,3,2,160.0,900.0,0.0,880.0,1
1,1,288,2,3,9,810.0,920.0,0.0,900.0,1
1,1,293,2,3,1,90.0,920.0,0.0,900.0,1
1,2,255,2,3,10,900.0,920.0,0.0,900.0,1
1,3,311,2,3,10,900.0,920.0,0.0,900.0,1
1,4,282,2,3,10,800.0,920.0,0.0,890.0,1
1,4,224,2,3,1,90.0,920.0,0.0,890.0,1
1,5,283,2,3,11,900.0,930.0,0.0,900.0,1
1,6,281,2,3,9,720.0,930.0,0.0,880.0,1
1,6,291,2,3,2,160.0,930.0,0.0,880.0,1
1,7,221,2,3,10,820.0,950.0,0.0,910.0,1
1,7,290,2,3,1,90.0,950.0,0.0,910.0,1
1,8,332,2,3,10,900.0,940.0,0.0,900.0,1
1,9,236,2,3,11,920.0,940.0,0.0,920.0,1
1,10,284,2,3,9,720.0,920.0,0.0,900.0,1
1,10,289,2,3,2,180.0,920.0,0.0,900.0,1
1,11,239,2,3,10,890.0,920.0,0.0,890.0,1
1,12,274,2,3,9,730.0,930.0,0.0,730.0,1
1,13,317,2,3,12,960.0,1100.0,0.0,960.0,1
1,14,279,2,3,12,960.0,1040.0,0.0,960.0,1
2,0,272,2,3,9,720.0,900.0,0.0,880.0,1
2,0,313,2,3,2,160.0,900.0,0.0,880.0,1
2,1,288,2,3,9,810.0,920.0,0.0,900.0,1
2,1,293,2,3,1,90.0,920.0,0.0,900.0,1
2,2,255,2,3,10,900.0,920.0,0.0,900.0,1
2,3,311,2,3,10,900.0,920.0,0.0,900.0,1
2,4,282,2,3,10,800.0,920.0,0.0,890.0,1
2,4,224,2,3,1,90.0,920.0,0.0,890.0,1
2,5,283,2,3,11,900.0,930.0,0.0,900.0,1
2,6,281,2,3,9,720.0,930.0,0.0,880.0,1
2,6,291,2,3,2,160.0,930.0,0.0,880.0,1
2,7,221,2,3,10,820.0,950.0,0.0,910.0,1
2,7,290,2,3,1,90.0,950.0,0.0,910.0,1
2,8,332,2,3,10,900.0,940.0,0.0,900.0,1
2,9,236,2,3,11,920.0,940.0,0.0,920.0,1
2,10,284,2,3,9,720.0,920.0,0.0,900.0,1
2,10,289,2,3,2,180.0,920.0,0.0,900.0,1
2,11,239,2,3,10,890.0,920.0,0.0,890.0,1
2,12,274,2,3,9,730.0,930.0,0.0,730.0,1
2,13,317,2,3,12,960.0,1100.0,0.0,960.0,1
2,14,279,2,3,12,960.0,1040.0,0.0,960.0,1
3,0,272,2,3,9,720.0,900.0,0.0,880.0,1
3,0,313,2,3,2,160.0,900.0,0.0,880.0,1
3,1,288,2,3,9,810.0,920.0,0.0,900.0,1
3,1,293,2,3,1,90.0,920.0,0.0,900.0,1
3,2,255,2,3,10,900.0,920.0,0.0,900.0,1
3,3,311,2,3,10,900.0,920.0,0.0,900.0,1
3,4,282,2,3,10,800.0,920.0,0.0,890.0,1
3,4,224,2,3,1,90.0,920.0,0.0,890.0,1
3,5,283,2,3,11,900.0,930.0,0.0,900.0,1
3,6,281,2,3,9,720.0,930.0,0.0,880.0,1
3,6,291,2,3,2,160.0,930.0,0.0,880.0,1
3,7,221,2,3,10,820.0,950.0,0.0,910.0,1
3,7,290,2,3,1,90.0,950.0,0.0,910.0,1
3,8,332,2,3,10,900.0,940.0,0.0,900.0,1
3,9,236,2,3,11,920.0,940.0,0.0,920.0,1
3,10,284,2,3,9,720.0,920.0,0.0,900.0,1
3,10,289,2,3,2,180.0,920.0,0.0,900.0,1
3,11,239,2,3,10,890.0,920.0,0.0,890.0,1
3,12,274,2,3,9,730.0,930.0,0.0,730.0,1
3,13,317,2,3,12,960.0,1100.0,0.0,960.0,1
3,14,279,2,3,12,960.0,1040.0,0.0,960.0,1
4,0,272,2,3,9,720.0,900.0,0.0,880.0,1
4,0,313,2,3,2,160.0,900.0,0.0,880.0,1
4,1,288,2,3,9,810.0,920.0,0.0,900.0,1
4,1,293,2,3,1,90.0,920.0,0.0,900.0,1
4,2,255,2,3,10,900.0,920.0,0.0,900.0,1
4,3,311,2,3,10,900.0,920.0,0.0,900.0,1
4,4,282,2,3,10,800.0,920.0,0.0,890.0,1
4,4,224,2,3,1,90.0,920.0,0.0,890.0,1
4,5,283,2,3,11,900.0,930.0,0.0,900.0,1
4,6,281,2,3,9,720.0,930.0,0.0,880.0,1
4,6,291,2,3,2,160.0,930.0,0.0,880.0,1
4,7,221,2,3,10,820.0,950.0,0.0,910.0,1
4,7,290,2,3,1,90.0,950.0,0.0,910.0,1
4,8,332,2,3,10,900.0,940.0,0.0,900.0,1
4,9,236,2,3,11,920.0,940.0,0.0,920.0,1
4,10,284,2,3,9,720.0,920.0,0.0,900.0,1
4,10,289,2,3,2,180.0,920.0,0.0,900.0,1
4,11,239,2,3,10,890.0,920.0,0.0,890.0,1
4,12,274,2,3,9,730.0,930.0,0.0,730.0,1
4,13,317,2,3,12,960.0,1100.0,0.0,960.0,1
4,14,279,2,3,12,960.0,1040.0,0.0,960.0,1
